name,gender,origins
Jenn,f,English
Jenna,f,"English, Finnish, French"
Jennah,f,French (Modern)
Jennet,f,Turkmen
Jenni,f,"English, Finnish"
Jennica,f,English (Rare)
Jennie,f,"English, Swedish"
Jennifer,f,"English, German, Dutch, Swedish, Spanish"
Jennigje,f,Dutch
Jennings,m,English
Jenny,f,"English, Swedish, Norwegian, Finnish, German, Dutch, French, Spanish"
Jenný,f,Icelandic
Jenő,m,Hungarian
Jens,m,"Danish, Swedish, Norwegian, Icelandic, German"
Jensen,m,English (Modern)
Jenson,m,English (Modern)
Jeong,f,Korean
Jeong-ho,m,Korean
Jeong-hui,f,Korean
Jeong-hun,m,Korean
Jeong-suk,f,Korean
Jep,m,English (Archaic)
Jephtha,m,Biblical
Jephthah,m,Biblical
Jeppe,m,Danish
Jepson,m,English (Rare)
Jeptha,m,English (Archaic)
Jerahmeel,m,Biblical
Jerald,m,English
Jere,m,"Finnish, Croatian, English"
Jeremi,m,Polish
Jeremiah,m,"English, Biblical"
Jeremías,m,Spanish
Jeremias,m,"German (Rare), Portuguese, Finnish, Biblical"
Jeremiasz,m,Polish
Jérémie,m,French
Jeremiel,m,"Biblical, Judeo-Christian-Islamic Legend"
Jérémy,m,French
Jeremy,m,"English, Biblical"
Jeren,f,Turkmen
Jeri,f,English
Jeriah,m,Biblical
Jericho,m,English (Modern)
Jerilyn,f,English
Jerioth,f,Biblical
Jerk,m,Swedish (Rare)
Jerker,m,Swedish
Jerko,m,Croatian
Jermaine,m,African American
Jernej,m,Slovene
Jerneja,f,Slovene
Jeroboam,m,Biblical
Jeroen,m,Dutch
Jerold,m,English
Jérôme,m,French
Jerome,m,English
Jeronim,m,Croatian
Jerónima,f,"Spanish, Portuguese (European)"
Jerónimo,m,"Spanish, Portuguese (European)"
Jerônimo,m,Portuguese (Brazilian)
Jeroným,m,Czech
Jerrard,m,English (Rare)
Jerred,m,English (Rare)
Jerri,f,English
Jerrie,f,English
Jerrik,m,Danish (Rare)
Jerrod,m,English
Jerrold,m,English
Jerry,m,English
Jerusha,f,Biblical
Jeruti,f,Guarani
Jervis,m,English (Rare)
Jerzy,m,Polish
Jescha,f,Biblical
Jesenia,f,Spanish (Latin American)
Jeshua,m,Biblical
Jésica,f,Spanish
Jesika,f,Czech (Modern)
Jesper,m,"Danish, Swedish, Norwegian"
Jess,m,English
Jessa,f,English
Jessalyn,f,English (Rare)
Jessamine,f,English (Rare)
Jessamyn,f,English (Rare)
Jesse,m,"English, Dutch, Finnish, Biblical"
Jessé,m,"Portuguese, French"
Jessenia,f,Spanish (Latin American)
Jessi,f,English (Modern)
Jéssica,f,"Portuguese, Spanish"
Jessica,f,"English, French, German, Swedish, Norwegian, Danish, Dutch, Italian, Spanish"
Jessie 1,f,"Scottish, English"
Jessie 2,m,English
Jessika,f,"German, Swedish, English (Modern)"
Jessy,m,"French, English"
Jessye,f,English (Rare)
Jesús,m,"Spanish, Catalan"
Jesus,m,"Theology, Biblical, Portuguese"
Jesusa,f,Spanish
Jet,f,Dutch
Jethro,m,Biblical
Jetmir,m,Albanian
Jett,m,English (Modern)
Jetta,f,Dutch
Jette,f,Danish
Jeunesse,f,Various
Jevgeni,m,Estonian
Jevgēņija,f,Latvian
Jevgeņija,f,Latvian
Jevgēņijs,m,Latvian
Jevgeņijs,m,Latvian
Jevrem,m,Serbian
Jewel,f,English
Jewell,f,English
Jez,m,English (British)
Jézabel,f,Biblical French
Jezabel,f,"Biblical Spanish, Biblical Portuguese"
Jezebel,f,Biblical
Jezza,m,English (British)
Jhon,m,Spanish (Latin American)
Jhonny,m,Spanish (Latin American)
Ji,m,Korean (Rare)
Ji-a,f,Korean
Jia,m,Chinese
Jiahao,m,Chinese
Ji-an,f,Korean
Jian,m,Chinese
Jiang,m,Chinese
Jianguo,m,Chinese
Jianhong,m,Chinese
Jianhua,m,Chinese
Jianjun,m,Chinese
Jianping,m,Chinese
Jiarong,f,Chinese
Jiayi,f,Chinese
Jiaying,f,Chinese
Jibril,m,"Arabic, Quranic"
Jie,m,Chinese
Ji-eun,f,Korean
Jigme,m,"Tibetan, Bhutanese"
Jihad,m,Arabic
Ji-ho,m,Korean
Ji-hoon,m,Korean
Ji-hu,m,Korean
Ji-hun,m,Korean
Ji-hye,f,Korean
Ji-hyeon,f,Korean
Ji-hyun,f,Korean
Jilani,m,Arabic
Jill,f,English
Jillian,f,English
Jillie,f,English
Jilly,f,English
Jim,m,English
Jimena,f,Spanish
Jimeno,m,Spanish (Rare)
Jimi,m,"English, Finnish (Modern)"
Ji-min,f,Korean
Jimmie,m,English
Jimmu,m,Japanese Mythology
Jimmy,m,English
Jin 1,m,Chinese
Jin 2,m,Japanese
Jin 3,m,Picard
Jinan,m,Arabic
Jindra,f,Czech
Jindřich,m,Czech
Jindřiška,f,Czech
Jing,f,Chinese
Jingjing,f,Chinese
Jingyi,m,Chinese
Jin-ho,m,Korean
Jinny,f,English
Jin-u,m,Korean
Jin-woo,m,Korean
Jip,m,"Frisian, Dutch"
Jirair,m,Armenian
Jiří,m,Czech
Jiřina,f,Czech
Jiro,m,Japanese
Jirō,m,Japanese
Jirou,m,Japanese
Ji-soo,f,Korean
Ji-su,f,Korean
Jitender,m,Indian (Sikh)
Jitendra,m,"Hindi, Marathi, Gujarati"
Jitka,f,Czech
Ji-u,f,Korean
Ji-won,f,Korean
Ji-woo,f,Korean
Ji-yeon,f,Korean
Ji-yeong,f,Korean
Ji-yoon,f,Korean
Ji-young,f,Korean
Ji-yu,f,Korean
Ji-yun,f,Korean
Jĭzbygněvŭ,m,Old Slavic (Hypothetical)
Jo,f,"English, German, Dutch, Norwegian"
Joab,m,Biblical
Joabe,m,"Biblical Portuguese, Portuguese (Brazilian)"
Joachim,m,"German, French, Polish, Judeo-Christian-Islamic Legend"
Joah,m,Biblical
Joakim,m,"Swedish, Norwegian, Danish, Finnish, Serbian, Macedonian"
Joan 1,f,English
Joan 2,m,"Catalan, Occitan"
Joana,f,"Portuguese, Catalan"
Joandra,f,English (Rare)
Joanie,f,English
Joaninha,f,Portuguese
Joann,f,English
Joanna,f,"English, Polish, Biblical"
Jo-Anne,f,English
Joanne,f,"English, French"
Jóannes,m,Faroese
Joannes,m,Late Roman
Joannicius,m,Late Greek (Latinized)
Joannie,f,French (Quebec)
Joan Pau,m,Catalan
João,m,Portuguese
João Paulo,m,Portuguese
Joãozinho,m,Portuguese
Joaquim,m,"Portuguese, Catalan"
Joaquima,f,Catalan
Joaquín,m,Spanish
Joaquin,m,Spanish (Americanized)
Joaquina,f,Spanish
Joar,m,"Norwegian, Swedish"
Jóarr,m,Old Norse
Joas,m,Dutch
Joash,m,Biblical
Joasia,f,Polish
Job,m,"Biblical, Biblical French, Dutch"
JoBeth,f,English (Rare)
Joby,m,English (Rare)
Jocasta,f,Greek Mythology (Anglicized)
Jocelin,m,"French, English (Rare)"
Joceline,f,French
Jocelyn,f,"English, French"
Jocelyne,f,French
Jochebed,f,Biblical
Jochem,m,Dutch
Jochen,m,German
Jochim,m,German (Rare)
Joĉjo,m,Esperanto
Jock,m,Scottish
Jockel,m,German
Jockie,m,Scottish
Jocky,m,Scottish
Jocosa,f,Medieval English
Jodene,f,English (Rare)
Jodi,f,English
Jodie,f,English
Jodoc,m,Breton
Jodocus,m,"Dutch (Archaic), Medieval Breton (Latinized)"
Jody,f,English
Joe,m,English
Joël,m,"French, Dutch"
Joel,m,"English, Spanish, Portuguese, Swedish, Finnish, Estonian, Biblical"
Joele,m,Italian (Modern)
Joella,f,English
Joëlle,f,"French, Dutch"
Joelle,f,English
Joelma,f,Portuguese (Brazilian)
Joep,m,Dutch
Joeri,m,Dutch
Joes,m,Dutch
Joetta,f,English
Joey,m,English
Joffrey,m,French
Jofre,m,Catalan
Jógvan,m,Faroese
Johan,m,"Swedish, Norwegian, Danish, Dutch"
Johana,f,"Czech, Spanish (Latin American)"
Johanan,m,Biblical
Johanka,f,Czech
Jóhann,m,Icelandic
Johann,m,German
Jóhanna,f,Icelandic
Johanna,f,"German, Swedish, Norwegian, Danish, Dutch, Hungarian, Finnish, Estonian, English, Late Roman"
Johann Baptist,m,German
Johanne,f,"French, Danish, Norwegian, Medieval French"
Johanneke,f,Dutch
Jóhannes,m,"Icelandic, Faroese"
Johannes,m,"German, Dutch, Swedish, Norwegian, Danish, Finnish, Estonian, Late Roman"
Johano,m,Esperanto
John,m,"English, Swedish, Danish, Norwegian, Dutch, Biblical"
Johna,f,English (Rare)
Johnathan,m,English
Johnathon,m,English
Johnie,m,English
Johnna,f,English
Johnnie,m,English
Johnny,m,English
John Paul,m,English
Johnson,m,English (African)
Jóhonaa'éí,m,New World Mythology
Joi,f,English (Modern)
Joice,f,Portuguese (Brazilian)
Joisse,f,English (Rare)
Jojo,m,English
Joke,f,Dutch
Jokin,m,Basque
Joko,m,"Javanese, Indonesian"
Joktan,m,Biblical
Jokūbas,m,Lithuanian
Jökull,m,Icelandic
Jokum,m,Danish (Rare)
Jola,f,Polish
Jolán,f,Hungarian
Jolana,f,"Czech, Slovak"
Jolanda,f,"Dutch, Slovene, Croatian, Italian"
Jolánka,f,Hungarian (Rare)
Jolanta,f,"Polish, Lithuanian, Latvian"
Jolanthe,f,German (Rare)
Joleen,f,English
Jolene,f,English
Jolie,f,"English, Dutch (Modern)"
Joline,f,"English, Swedish (Modern)"
Jolyon,m,English (Rare)
Jomar,m,"Spanish (Philippines), Spanish (Latin American)"
Jón,m,"Icelandic, Faroese"
Jon 1,m,"Norwegian, Swedish, Danish, Basque"
Jon 2,m,English
Jóna,f,"Icelandic, Faroese"
Jonah,m,"English, Biblical"
Jónás,m,Hungarian (Rare)
Jónas,m,"Icelandic, Faroese"
Jonás,m,Spanish
Jonáš,m,"Czech, Slovak"
Jonas 1,m,Lithuanian
Jonas 2,m,"Swedish, Norwegian, Danish, German, Dutch, French, Biblical"
Jonasz,m,Polish
Jónatan,m,"Icelandic, Faroese"
Jonatán,m,"Hungarian, Biblical Spanish"
Jonatan,m,"Spanish, Polish, Swedish, Norwegian, Danish, German (Rare)"
Jónatas,m,Portuguese (European)
Jônatas,m,Portuguese (Brazilian)
Jonathan,m,"English, French, German, Swedish, Norwegian, Danish, Dutch, Biblical"
Jonathon,m,English
Jone 1,f,Basque
Jone 2,m,"Fijian, Norwegian"
Jonelle,f,English (Rare)
Jones,m,English
Jonette,f,English (Rare)
Jong,f,Korean
Jong-su,m,Korean
Joni 1,f,English
Joni 2,m,"Finnish, Georgian"
Jonida,f,Albanian
Jonie,f,English
Jónína,f,Icelandic
Jonna,f,"Danish, Swedish, Finnish"
Jonny,m,English
Jonquil,f,English (Rare)
Jöns,m,Swedish
Jonty,m,English (British)
Jooa,m,Finnish
Jools,m,English
Joon,m,Korean
Joona,m,Finnish
Joonas,m,"Finnish, Estonian"
Joonatan,m,"Finnish, Estonian"
Joon-ho,m,Korean
Joop,m,Dutch
Joord,m,Dutch (Rare)
Joos,m,Dutch
Joosep,m,Estonian
Jooseppi,m,Finnish (Archaic)
Joost,m,Dutch
Joo-won,m,Korean
Jorah,m,"Biblical, Literature"
Joram,m,Biblical
Jöran,m,Swedish (Rare)
Jordà,m,Catalan
Jordaan,m,Dutch (Rare)
Jordán,m,Spanish
Jordan,m,"English, French, Macedonian, Serbian"
Jordana,f,"Spanish, Portuguese, Macedonian, Serbian, English"
Jordane,m,French
Jordanes,m,Late Roman
Jordanna,f,English
Jordão,m,Portuguese (Rare)
Jordi,m,"Catalan, Dutch (Modern)"
Jordie,f,English
Jordin,f,English (Modern)
Jördis,f,German (Rare)
Jordon,m,English (Modern)
Jordy 1,m,"Dutch (Modern), French (Modern)"
Jordy 2,m,English
Jordyn,f,English (Modern)
Jor-El,m,Popular Culture
Jörg,m,German
Jørg,m,Norwegian
Jorge,m,"Spanish, Portuguese"
Jörgen,m,Swedish
Jørgen,m,"Danish, Norwegian"
Jorginho,m,Portuguese
Jorie,f,English
Joris,m,"Dutch, Frisian"
Jorja,f,English (Modern)
Jorma,m,Finnish
Jörmungandr,m,Norse Mythology
Jǫrmungandr,m,Norse Mythology
Jörn,m,"German, Swedish"
Jørn,m,"Danish, Norwegian"
Jorrit,m,Frisian
Jorun,f,Norwegian
Jorunn,f,Norwegian
Jórunnr,f,Old Norse
Jory,m,Cornish
Jos,m,Dutch
Josaphat,m,Biblical
Joscelin,m,Old Norman
Josceline,f,English (Rare)
Joschka,m,German (Rare)
Jose,m,"Spanish (Americanized, Filipinized)"
José,m,"Spanish, Portuguese, French"
Joseane,f,Portuguese (Brazilian)
José Ángel,m,Spanish
José Antonio,m,Spanish
Joseba,m,Basque
Josée,f,French
Jósef,m,"Icelandic, Faroese"
Josef,m,"German, Czech, Swedish, Norwegian, Danish"
Josefa,f,"Spanish, Portuguese"
Josefien,f,Dutch
Josefiina,f,Finnish
Josefin,f,Swedish
Josefína,f,Czech
Josefina,f,"Spanish, Portuguese, Swedish"
Josefine,f,"Swedish, Danish, Norwegian, German"
Joseline,f,French
Joselito,m,Spanish
José Luis,m,Spanish
Joselyn,f,English (Modern)
Joselyne,f,French
José Manuel,m,"Spanish, Portuguese"
Josemar,m,Portuguese
José Mari,m,Spanish
José María,m,Spanish
José Maria,m,Portuguese
José Miguel,m,Spanish
Josèp,m,Occitan
Josep,m,Catalan
Josepa,f,Catalan
Josepe,m,Spanish (Rare)
Joseph,m,"English, French, German, Biblical"
Josepha,f,"Dutch, German (Archaic), English (Rare)"
Josèphe,f,French
Josephina,f,English (Rare)
Joséphine,f,French
Josephine,f,"English, German, Dutch"
Josephus,m,"Dutch, History"
Josep Maria,m,Catalan
José Ramón,m,Spanish
Joses,m,Biblical
Josette,f,French
Josey,m,English
Josh,m,English
Joshua,m,"English, Biblical"
Josiah,m,"Biblical, English"
Josiane,f,"French, Portuguese (Brazilian)"
Josianne,f,French
Josías,m,Biblical Spanish
Josias,m,"Biblical Portuguese, Portuguese (Brazilian), Biblical French, Biblical"
Josie,f,English
Josif,m,"Serbian, Macedonian"
Josimar,m,Portuguese
Josip,m,"Croatian, Slovene"
Josipa,f,Croatian
Jóska,m,Hungarian
Joško,m,Croatian
Joslyn,f,English (Modern)
Joso,m,Croatian
Joss,f,English
Josse,m,"French (Rare), Medieval French"
Josselin,m,French
Josseline,f,French
Josslyn,f,English (Rare)
Jošt,m,Slovene
Jost,m,German
Jostein,m,Norwegian
Jósteinn,m,Old Norse
Josu,m,Basque
Josué,m,"French, Spanish, Portuguese"
Josune,f,Basque
Josyane,f,French
Jotham,m,Biblical
Jothi,f,Tamil
Joukahainen,m,Finnish Mythology
Jouko,m,Finnish
Jouni,m,Finnish
Jourdain,m,French (Archaic)
Jouri,f,Arabic
Journee,f,English (Modern)
Journey,f,English (Modern)
Journi,f,English (Modern)
Jovan,m,"Serbian, Macedonian"
Jovana,f,"Serbian, Macedonian"
Jovanka,f,"Serbian, Macedonian"
Jove,m,Roman Mythology (Anglicized)
Jovian,m,Ancient Roman (Anglicized)
Jovica,m,"Serbian, Macedonian"
Jovita,f,"Spanish, Portuguese"
Jovka,f,Macedonian
Jowan,m,Cornish
Jowita,f,Polish
Joy,f,English
Joyce,f,English
Joye,f,English
Jozabad,m,Biblical
Jozafat,m,Polish (Rare)
Jože,m,Slovene
Józef,m,Polish
Jožef,m,Slovene
Jozef,m,"Slovak, Dutch, Albanian"
Józefa,f,Polish
Jožefa,f,Slovene
Jozefa,f,"Hungarian, Slovene"
Jozefien,f,Dutch (Rare)
Józefina,f,Polish
Jozefína,f,Slovak
Jozefina,f,Croatian
Jozefo,m,Esperanto
Joziah,m,English (Modern)
Jožica,f,"Slovene, Croatian"
Jozo,m,Croatian
József,m,Hungarian
Józsi,m,Hungarian
Józsua,m,Hungarian (Rare)
Jozua,m,Dutch (Rare)
Jream,f,English (Modern)
Jrue,m,English (Modern)
Ju,f,Chinese
Juan 1,m,"Spanish, Manx"
Juan 2,f,Chinese
Juana,f,Spanish
Juan Antonio,m,Spanish
Juan Bautista,m,Spanish
Juan Carlos,m,Spanish
Juancho,m,Spanish
Juanfran,m,Spanish
Juan Francisco,m,Spanish
Juanita,f,Spanish
Juanito,m,Spanish
Juan José,m,Spanish
Juanma,m,Spanish
Juan Manuel,m,Spanish
Juanne,m,Sardinian
Juan Pablo,m,Spanish
Juan Pedro,m,Spanish
Juantxo,m,Basque
Jubal,m,Biblical
Juda,m,Arabic
Judah,m,Biblical
Judas,m,Biblical
Judd,m,"English, Medieval English"
Judda,f,Germanic
Jude 1,m,"English, Biblical"
Jude 2,f,English
Judi,f,English
Judicaël,m,"French, Breton"
Judie,f,English
Judikael,m,Breton
Judit,f,"Hungarian, Spanish, Swedish, Norwegian, Danish, German (Rare)"
Judita,f,"Lithuanian, Czech, Slovak"
Judite,f,Portuguese
Judith,f,"English, Jewish, German, Dutch, Swedish, Norwegian, Danish, Spanish, French, Biblical"
Judoc,m,"Breton, Medieval Breton"
Judocus,m,"Dutch (Archaic), Medieval Breton (Latinized)"
Judy,f,English
Judyta,f,Polish
Jugurtha,m,"Ancient Berber (Latinized), Berber"
Juha,m,Finnish
Juhán,m,Sami
Juhan,m,Estonian
Juhana,m,Finnish
Juhani,m,Finnish
Juho,m,Finnish
Jukka,m,Finnish
Jūldyz,f,Kazakh
Julek,m,Polish
Julen,m,Basque
Jules 1,m,French
Jules 2,f,English
Juli,f,Hungarian
Júlía,f,Icelandic
Júlia,f,"Portuguese, Catalan, Hungarian, Slovak"
Julia,f,"English, German, Swedish, Norwegian, Danish, Dutch, Spanish, Polish, Finnish, Estonian, Russian, Ukrainian, Ancient Roman, Biblical"
Julià,m,Catalan
Julián,m,Spanish
Julian,m,"English, Polish, German"
Juliāna,f,Latvian
Juliana,f,"Dutch, German, English, Spanish, Portuguese, Slovak, Ancient Roman"
Juliane,f,"German, French"
Julianna,f,"Hungarian, Polish, English"
Julianne,f,English
Juliano,m,Portuguese
Julião,m,Portuguese
Julie,f,"French, Danish, Norwegian, Czech, English, German, Dutch"
Julien,m,French
Julienne,f,French
Juliet,f,English
Julieta,f,"Spanish, Portuguese"
Juliette,f,French
Julij,m,Slovene
Jūlija,f,Latvian
Julija,f,"Lithuanian, Slovene, Croatian, Serbian, Macedonian"
Julijan,m,"Slovene, Croatian, Serbian"
Julijana,f,"Slovene, Croatian, Serbian, Macedonian"
Julinha,f,Portuguese (Rare)
Júlio,m,Portuguese
Julio,m,Spanish
Júlio César,m,Portuguese
Julio César,m,Spanish
Juliska,f,Hungarian (Archaic)
Julissa,f,Spanish (Latin American)
Julita,f,Polish
Julitta,f,History (Ecclesiastical)
Július,m,Slovak
Julius,m,"Ancient Roman, English, German, Finnish, Lithuanian, Danish, Swedish, Norwegian, Dutch, Czech"
Juliusz,m,Polish
Juliya,f,"Russian, Ukrainian"
July,f,English (Rare)
Julyan,m,English (Rare)
Juma,m,"Arabic, Pashto, Swahili"
Jumana,f,Arabic
Jumanah,f,Arabic
Jumanne,m,Swahili
Jummai,f,Hausa
Jun 1,m,"Chinese, Korean"
Jun 2,m,Japanese
Juna,f,"German (Modern), Dutch (Modern)"
Junaid,m,"Arabic, Urdu, Bengali"
Junaidi,m,"Indonesian, Malay"
Junayd,m,Arabic
June,f,English
Jung,f,Korean
Jung-hee,f,Korean
Jung-ho,m,Korean
Jung-hoon,m,Korean
Jung-sook,f,Korean
Jun-ho,m,Korean
Juni,f,"Swedish, Norwegian, Indonesian"
Junia,f,"Biblical, Ancient Roman"
Jun'ichi,m,Japanese
Junior,m,English
Juniper,f,English (Modern)
Junípero,m,Various (Rare)
Junius,m,Ancient Roman
Junjie,m,Chinese
Junko,f,Japanese
Juno,f,Roman Mythology
Junon,f,Roman Mythology (Gallicized)
Junpei,m,Japanese
Jun-seo,m,Korean
Jun-u,m,Korean
Jun-yeong,m,Korean
Jun-young,m,Korean
Juozapas,m,Lithuanian
Juozas,m,Lithuanian
Júpiter,m,"Roman Mythology (Hispanicized, Portuguesified)"
Jupiter,m,Roman Mythology (Anglicized)
Jupp,m,German
Juraci,f,"Tupi, Portuguese (Brazilian)"
Juraj,m,"Slovak, Czech, Croatian"
Jūratė,f,Lithuanian
Jure,m,"Slovene, Croatian"
Jurek,m,Polish
Jurema,f,Portuguese (Brazilian)
Jürg,m,German (Swiss)
Jürgen,m,"Low German, German"
Jurgen,m,Dutch
Jurģis,m,Latvian
Jurgis,m,Lithuanian
Jurgita,f,Lithuanian
Jüri,m,Estonian
Juri,f,Arabic
Jurian,m,Medieval Low German
Jurica,m,"Croatian, Slovene"
Jurij,m,"Slovene, Sorbian"
Jurijs,m,Latvian
Juris,m,Latvian
Jūrō,m,Japanese
Juro 1,m,Croatian
Juro 2,m,Japanese
Jurou,m,Japanese
Jurre,m,Frisian
Jurriaan,m,Dutch
Jurryt,m,Frisian
Jurupari,m,New World Mythology
Juš,m,Slovene
Juscelino,m,Portuguese (Brazilian)
Jussara,f,Portuguese (Brazilian)
Jussi,m,Finnish
Justa,f,"Late Roman, Spanish"
Justas,m,Lithuanian
Juste,m,French
Justice,m,English
Justiina,f,Finnish (Rare)
Justin,m,"English, French, Slovene"
Justína,f,Slovak
Justina,f,"English, Spanish, Portuguese, Slovene, Lithuanian, Late Roman"
Justinas,m,Lithuanian
Justīne,f,Latvian
Justine,f,"French, English"
Justinian,m,History
Justino,m,"Spanish, Portuguese"
Justo,m,Spanish
Justus,m,"German, Dutch, Finnish, Late Roman"
Justy,m,English
Justyn,m,Polish
Justýna,f,Czech
Justyna,f,Polish
Jusuf,m,"Bosnian, Indonesian"
Jusztina,f,Hungarian
Juta,f,"Estonian, Latvian"
Jutta,f,German
Juturna,f,Roman Mythology
Juul,f,Dutch
Juurou,m,Japanese
Juuso,m,Finnish
Juvela,f,Esperanto
Juvenal,m,"History, Portuguese"
Juventas,f,Roman Mythology
Juventino,m,Spanish
Juventinus,m,Ancient Roman
Juwan,m,African American (Modern)
Ju-won,m,Korean
Jyldyz,f,Kyrgyz
Jyothi,f,"Telugu, Malayalam"
Jyoti,f,"Hindi, Marathi, Bengali, Assamese, Nepali"
Jyotsana,f,Hindi
Jyotsna,f,"Hindi, Bengali"
Jyrgal,m,Kyrgyz
Jyri,m,Finnish
Jyrki,m,Finnish
Jytte,f,Danish
Kaan,m,Turkish
Kaapo,m,Finnish
Kaapro,m,Finnish (Rare)
Kaarel,m,Estonian
Kaarina,f,Finnish
Kaarle,m,Finnish
Kaarlo,m,Finnish
Kabelo,m,"Sotho, Tswana"
Kabir,m,Arabic
Kabiru,m,Hausa
Kabo,m,Tswana
Kabujiya,m,Old Persian
Kacey,f,English (Modern)
Kacie,f,English (Modern)
Kacper,m,Polish
Kade,m,English (Modern)
Kadek,m,Balinese
Kaden,m,English (Modern)
Kadence,f,English (Modern)
Kader 1,m,Arabic
Kader 2,f,Turkish
Kadi,f,Estonian
Kadiatou,f,Western African
Kadir,m,Turkish
Kadmos,m,Greek Mythology
Kadri 1,f,Estonian
Kadri 2,m,"Turkish, Albanian"
Kadriye,f,Turkish
Kadyr,m,"Kyrgyz, Turkmen"
Kae,f,English (Rare)
Kaede,f,Japanese
Kaeden,m,English (Modern)
Kaelea,f,English (Rare)
Kaelee,f,English (Rare)
Kaelyn,f,English (Modern)
Kaeo,m,Thai
Kaety,f,English (Rare)
Kaew,m,Thai
Kağan,m,Turkish
Kagiso,m,Tswana
Kaguya,f,Literature
Kahina,f,Berber
Kahurangi,f,Maori
Kai 1,m,"Frisian, German, Danish, Norwegian, Swedish, Finnish, Dutch, English"
Kai 2,f,Estonian
Kai 3,m,Hawaiian
Kai 4,m,Chinese
Kaia,f,"Norwegian, Estonian"
Kaiaphas,m,Biblical Greek
Kaiden,m,English (Modern)
Kaidi,f,Estonian
Kaido,m,Estonian
Kaie,f,Estonian
Kaija,f,Finnish
Kaila,f,English (Modern)
Kailani,f,"Hawaiian, English (Modern)"
Kailash,m,"Hindi, Marathi"
Kailee,f,English (Modern)
Kailey,f,English (Modern)
Kailyn,f,English (Modern)
Kaimana,m,Hawaiian
Kain,m,Biblical Greek
Kainan,m,Biblical Greek
Kaipo,m,Hawaiian
Kaíque,m,Portuguese (Brazilian)
Kairi,f,Estonian
Kairo,m,English (Modern)
Kaïs,m,Arabic (Maghrebi)
Kais,m,Arabic
Kaisa,f,"Finnish, Estonian"
Kaiser,m,Various
Kaison,m,English (Modern)
Kaiti,f,Greek
Kaitlin,f,English (Modern)
Kaitlyn,f,English (Modern)
Kaitlynn,f,English (Modern)
Kaito,m,Japanese
Kaitoa,m,Maori
Kaizen,m,English (Modern)
Kaj,m,"Danish, Swedish, Norwegian, Finnish"
Kája,f,Czech
Kaja 1,f,"Norwegian, Danish, Swedish, Estonian, Slovene"
Kaja 2,f,"Polish, Slovene"
Kaja 3,f,Estonian
Kajal,f,"Hindi, Marathi, Bengali, Gujarati"
Kajetán,m,"Czech (Rare), Slovak (Rare), Hungarian (Rare)"
Kajetan,m,Polish
Kajsa,f,Swedish
Kajus,m,Lithuanian
Kakalina,f,Hawaiian
Kala 1,f,Tamil
Kala 2,f,Hawaiian
Kalani,m,Hawaiian
Kale,m,Hawaiian
Kalea,f,Hawaiian
Kaleb,m,English (Modern)
Kalei,m,Hawaiian
Kaleigh,f,English (Modern)
Kal-El,m,"Popular Culture, English (Modern)"
Kalena,f,Hawaiian
Kaleo,m,Hawaiian
Kalervo,m,"Finnish, Finnish Mythology"
Kalev 1,m,Estonian
Kalev 2,m,Biblical Hebrew
Kaleva,m,"Finnish, Finnish Mythology"
Kalevi,m,"Finnish, Finnish Mythology"
Kaley,f,English (Modern)
Kálfr,m,Old Norse
Kali 1,f,"Hinduism, Bengali, Tamil"
Kali 2,f,English (Modern)
Kalidas,m,Hindi
Kalidasa,m,Sanskrit
Kalie,f,English (Modern)
Kalin,m,Bulgarian
Kalina,f,"Bulgarian, Macedonian, Polish"
Kalisha,f,African American (Modern)
Kaliyah,f,African American (Modern)
Kalju,m,Estonian
Kalki,m,Hinduism
Kalla,f,English (Rare)
Kalle,m,"Swedish, Finnish, Estonian"
Kallias,m,Ancient Greek
Kallie,f,English (Modern)
Kallikrates,m,Ancient Greek
Kallinikos,m,Ancient Greek
Kalliope,f,Greek Mythology
Kalliopi,f,Greek
Kallippos,m,Ancient Greek
Kallirrhoe,f,Greek Mythology
Kallirroi,f,Greek
Kallisto,f,"Greek Mythology, Ancient Greek"
Kallistos,m,Ancient Greek
Kallistrate,f,Ancient Greek
Kálmán,m,Hungarian
Kaloyan,m,Bulgarian
Kalpana,f,"Hindi, Marathi, Tamil, Kannada, Telugu, Nepali"
Kaltrina,f,Albanian
Kalyan,m,"Hindi, Bengali, Telugu"
Kalyana,m,Telugu
Kalyani,f,"Hinduism, Telugu, Tamil, Malayalam, Kannada, Bengali, Marathi, Hindi"
Kalyn,f,English (Modern)
Kalyna,f,Ukrainian (Rare)
Kalypso,f,Greek Mythology
Kalysta,f,English (Rare)
Kam,m,English (Modern)
Kama,m,Hinduism
Kamadeva,m,Hinduism
Kamakshi,f,"Hinduism, Hindi"
Kəmal,m,Azerbaijani
Kamal 1,m,"Arabic, Persian, Azerbaijani, Urdu, Bengali, Malay, Indonesian"
Kamal 2,m,"Hindi, Marathi, Gujarati, Punjabi, Nepali, Bengali, Tamil, Telugu, Kannada, Malayalam"
Kəmalə,f,Azerbaijani
Kamala,f,"Hinduism, Tamil, Kannada, Telugu, Hindi, Nepali"
Kamal ad-Din,m,Arabic
Kamalani,f,Hawaiian
Kamal ud-Din,m,Arabic
Kamari,m,African American (Modern)
Kamaria,f,Comorian
Kamatchi,f,Tamil
Kamau,m,Kikuyu
Kambiz,m,Persian
Kambujiya,m,Old Persian
Kambyses,m,Old Persian (Hellenized)
Kamden,m,English (Modern)
Kamel,m,Arabic
